District,Year,Crop,Season,Area_ha,Avg_Temperature_C,Total_Rainfall_mm,Humidity_pct,Soil_Type,Soil_pH,N_kg_per_ha,P_kg_per_ha,K_kg_per_ha,Irrigation_pct,Yield
WASHIM,2011,Gram,Rabi,22510.9,29.97,891.8,53.2,Sandy Loam,6.85,78.9,41.8,28.8,20.9,0.9997
NANDED,2015,Rice,Kharif,1431.08,27.08,671.4,53.45,Clay,7.53,99.9,31.4,46.1,25.4,3.972
NAGPUR,2001,Groundnut,Kharif,416.05,30.68,918.0,65.5,Loam,6.97,105.1,51.3,38.4,23.4,1.8623
AMRAVATI,2016,Sugarcane,Whole Year,15761.09,29.48,635.5,63.11,Clay,7.37,154.1,60.0,33.5,35.5,111.0694
LATUR,2017,Groundnut,Kharif,136.64,27.44,565.2,50.0,Clay,7.74,82.3,39.0,40.4,21.3,1.5974
WASHIM,2007,Gram,Rabi,164.03,28.6,1190.2,59.74,Clay,7.51,101.9,41.5,41.6,30.6,1.0486
BHANDARA,2019,Soyabean,Kharif,63177.86,27.27,928.8,60.46,Clay,7.28,127.4,54.1,45.5,21.1,2.4624
SATARA,2016,Sugarcane,Whole Year,3023.58,27.95,1067.2,63.99,Loam,6.44,129.8,37.3,35.0,58.8,115.159
MUMBAI,2004,Onion,Rabi,18245.12,28.19,2326.0,73.82,Laterite,5.71,73.4,29.1,30.9,19.0,15.1773
BEED,2002,Sugarcane,Whole Year,2248.39,26.19,591.5,37.95,Clay,7.65,134.0,37.6,55.0,10.0,80.098
AMRAVATI,2012,Soyabean,Kharif,17527.61,27.04,633.4,59.44,Loam,6.82,119.0,38.2,31.9,26.2,2.0915
JALNA,2016,Jowar,Kharif,983.78,26.15,584.4,55.35,Clay,7.53,106.1,47.8,35.8,21.6,2.8037
AMRAVATI,2014,Wheat,Rabi,21.54,26.78,615.6,52.61,Sandy Loam,5.93,78.0,35.1,33.9,19.5,1.8047
AURANGABAD,2009,Wheat,Rabi,395.86,29.63,467.4,52.5,Clay,7.27,70.9,51.7,31.6,17.5,1.4223
AMRAVATI,2007,Onion,Rabi,1005.59,26.66,942.6,56.98,Clay,8.3,132.5,53.8,21.7,33.4,21.7757
CHANDRAPUR,2005,Sugarcane,Whole Year,78152.57,26.72,966.6,55.1,Sandy Loam,6.53,84.7,39.7,37.2,11.9,88.3496
AMRAVATI,2015,Onion,Rabi,9542.09,24.57,685.8,50.81,Sandy Loam,6.67,116.3,32.4,21.6,27.9,19.4522
AMRAVATI,2022,Sugarcane,Whole Year,888.09,31.58,1109.1,52.85,Clay,7.41,85.1,37.4,45.3,18.6,94.0924
BULDHANA,2013,Groundnut,Kharif,86.54,29.56,832.8,46.64,Loam,7.47,124.6,43.3,31.6,14.4,2.0072
GADCHIROLI,2008,Sugarcane,Whole Year,869.63,27.81,810.2,53.45,Clay,7.19,125.6,39.6,27.9,30.7,83.1923
RATNAGIRI,2008,Bajra,Kharif,2356.14,25.59,2796.1,77.37,Sandy Loam,5.21,66.0,11.7,43.8,39.1,2.1395
PARBHANI,2016,Bajra,Kharif,41987.9,26.69,515.7,53.76,Clay Loam,7.76,131.7,47.4,37.9,13.5,2.0446
NASHIK,2022,Bajra,Kharif,459.76,30.39,507.1,45.85,Clay,6.98,111.1,38.2,32.7,28.3,2.0955
PALGHAR,2023,Cotton(lint),Kharif,9224.66,28.39,2142.0,77.49,Sandy Loam,5.58,69.1,27.3,27.4,17.3,0.8642
YAVATMAL,2016,Bajra,Kharif,226.83,26.74,605.4,63.53,Sandy Loam,7.26,88.7,35.5,43.9,27.7,1.8383
NANDED,2018,Sugarcane,Whole Year,21374.79,27.21,848.5,44.37,Clay Loam,8.22,107.3,32.8,44.9,24.8,93.9655
NASHIK,2004,Bajra,Kharif,69.25,25.67,545.0,61.64,Loam,7.45,90.0,54.6,38.0,28.9,1.5318
THANE,2014,Wheat,Rabi,283.6,28.25,2055.9,71.5,Laterite,5.23,89.9,24.6,39.1,32.2,2.3364
AMRAVATI,2013,Groundnut,Kharif,10169.67,27.24,608.9,58.42,Loam,7.27,79.8,57.1,32.4,26.2,1.8738
PARBHANI,2000,Gram,Rabi,16914.91,29.88,578.7,58.79,Clay,7.51,113.3,31.7,39.0,21.6,0.776
THANE,2023,Bajra,Kharif,2676.94,26.42,2255.3,77.88,Sandy Loam,5.78,83.8,24.0,29.5,20.6,2.2572
HINGOLI,2024,Soyabean,Kharif,59629.54,27.82,356.8,46.99,Clay,7.54,128.7,35.5,37.4,24.7,2.3803
HINGOLI,2010,Gram,Rabi,390.66,28.81,383.5,64.56,Clay,7.72,127.0,57.7,39.7,24.2,1.2681
WARDHA,2023,Sugarcane,Whole Year,404.15,24.85,774.6,53.02,Clay,7.16,113.8,43.7,27.4,38.4,85.4396
WASHIM,2021,Wheat,Rabi,2503.85,25.53,1081.8,58.78,Clay,7.66,82.9,49.1,35.5,26.0,2.7149
BULDHANA,2009,Cotton(lint),Kharif,674.21,29.59,1224.6,55.44,Loam,6.69,125.3,21.0,33.9,17.5,0.7458
NASHIK,2005,Bajra,Kharif,1040.67,27.17,803.9,45.05,Clay,7.24,80.2,60.0,46.7,33.4,1.5927
RATNAGIRI,2003,Onion,Kharif,3596.75,28.75,1454.7,72.72,Laterite,5.53,64.6,29.5,22.0,22.9,17.5761
GONDIA,2016,Gram,Rabi,3379.48,26.01,852.1,64.28,Loam,6.73,120.7,33.9,40.8,10.0,1.0021
NANDURBAR,2021,Jowar,Kharif,57863.59,26.34,643.7,54.09,Clay,6.33,109.0,43.0,34.6,21.7,2.7036
RAIGAD,2003,Groundnut,Kharif,26197.89,27.68,2547.8,84.72,Laterite,5.73,78.4,25.5,38.8,17.9,2.5236
BULDHANA,2009,Wheat,Rabi,860.45,27.31,611.3,59.31,Clay,6.89,75.1,36.2,18.1,17.6,1.6065
PARBHANI,2007,Soyabean,Kharif,2491.72,27.56,729.1,52.13,Clay,7.95,126.0,29.8,42.6,19.7,2.3502
GADCHIROLI,2001,Bajra,Kharif,5554.33,29.77,1136.2,49.61,Sandy Loam,7.15,126.9,51.3,37.0,15.9,1.9776
THANE,2019,Onion,Kharif,15603.55,26.81,1888.1,80.37,Clay Loam,5.99,70.5,40.2,40.5,24.7,25.035
MUMBAI,2017,Bajra,Kharif,3361.49,27.76,2024.5,86.57,Clay Loam,5.39,59.2,17.6,31.4,32.5,1.8282
SINDHUDURG,2021,Cotton(lint),Kharif,18949.05,28.75,2227.7,77.07,Clay Loam,5.29,80.8,37.2,43.4,16.5,0.9
NAGPUR,2004,Rice,Kharif,20756.02,28.78,806.1,58.27,Clay,7.02,75.2,48.7,40.0,10.0,3.7546
SINDHUDURG,2011,Rice,Kharif,459.73,30.42,2502.5,89.1,Laterite,5.51,90.3,25.5,41.6,22.0,5.9188
JALGAON,2006,Groundnut,Kharif,4076.97,26.44,364.2,49.02,Clay Loam,7.2,127.5,47.6,45.8,31.4,1.8497
PARBHANI,2024,Groundnut,Kharif,66.0,29.24,504.3,48.63,Clay,8.02,119.3,14.7,24.6,30.5,1.7406
SINDHUDURG,2022,Groundnut,Kharif,5070.23,25.81,2589.3,78.29,Sandy Loam,5.61,100.1,42.0,32.8,28.3,2.7239
JALGAON,2012,Gram,Rabi,1497.86,28.73,545.3,61.42,Loam,7.47,92.3,49.5,50.9,24.2,1.1854
AHMEDNAGAR,2008,Onion,Rabi,1792.1,27.77,474.1,46.51,Clay,7.11,117.3,60.0,45.3,19.0,16.3054
HINGOLI,2005,Gram,Rabi,15903.55,25.68,569.0,55.11,Clay,7.56,122.7,42.7,44.8,13.6,1.0878
NASHIK,2001,Jowar,Kharif,133.18,27.13,942.8,59.74,Clay Loam,7.36,111.2,35.1,41.1,12.9,2.3674
SANGLI,2012,Soyabean,Kharif,50322.02,25.6,347.8,56.37,Clay,6.57,123.2,59.4,25.5,45.7,2.0596
PALGHAR,2006,Cotton(lint),Kharif,372.76,26.91,2656.4,85.1,Laterite,5.04,87.1,28.5,40.5,23.4,0.9
MUMBAI,2020,Soyabean,Kharif,7655.62,26.95,1688.4,77.14,Laterite,4.94,46.8,10.5,17.3,29.5,2.6388
OSMANABAD,2023,Bajra,Kharif,273.49,30.17,725.7,52.36,Clay Loam,7.2,107.0,46.3,39.3,19.2,2.1017
GONDIA,2019,Cotton(lint),Kharif,1870.09,31.56,1135.6,54.8,Clay,7.54,101.9,22.9,40.0,35.0,0.9
THANE,2002,Groundnut,Kharif,26642.21,26.93,1882.2,83.82,Laterite,5.2,49.6,12.2,39.0,25.0,1.9938
NANDURBAR,2007,Sugarcane,Whole Year,2416.82,25.39,860.2,72.75,Clay,7.01,118.7,55.6,39.9,17.6,90.3231
SANGLI,2007,Sugarcane,Whole Year,3418.93,24.69,670.3,64.06,Clay Loam,6.56,94.4,60.0,46.9,54.6,94.5701
THANE,2014,Cotton(lint),Kharif,182989.27,26.35,1939.9,88.45,Clay Loam,4.95,98.1,37.3,48.6,39.0,0.8621
WASHIM,2002,Bajra,Kharif,200.28,26.73,982.5,52.35,Clay,6.85,104.4,53.9,21.9,10.0,1.4588
BULDHANA,2019,Groundnut,Kharif,13120.89,30.47,868.9,54.49,Clay,7.27,103.0,34.7,45.7,33.1,1.9041
PARBHANI,2017,Bajra,Kharif,4517.31,28.92,545.9,50.44,Clay,7.41,100.8,22.0,27.6,19.0,1.4724
BEED,2020,Bajra,Kharif,1744.33,27.07,500.0,35.54,Clay,7.49,87.9,44.3,48.7,25.7,1.4476
MUMBAI,2018,Cotton(lint),Kharif,455.63,26.09,2965.1,76.9,Clay Loam,6.12,95.5,17.2,28.2,27.2,0.9
AHMEDNAGAR,2010,Sugarcane,Whole Year,62570.02,25.99,660.8,52.62,Clay Loam,6.98,119.6,44.3,55.0,21.6,90.4442
RAIGAD,2000,Rice,Kharif,164.89,25.29,2522.0,79.88,Laterite,5.49,77.7,21.0,41.2,20.4,5.2674
RATNAGIRI,2010,Gram,Rabi,118.83,29.96,907.5,86.07,Sandy Loam,5.23,67.8,28.1,29.1,26.9,0.6892
BEED,2011,Cotton(lint),Kharif,88304.97,26.66,497.9,52.88,Clay,7.44,80.4,43.7,41.7,15.1,0.7101
WARDHA,2011,Rice,Kharif,342.66,25.99,944.5,62.75,Loam,7.26,127.7,32.9,14.2,14.8,3.9269
RATNAGIRI,2011,Rice,Kharif,347.1,26.84,1750.2,84.55,Sandy Loam,5.92,67.2,32.3,54.7,16.6,5.1193
OSMANABAD,2014,Rice,Kharif,17877.77,28.12,631.0,40.18,Clay Loam,7.61,118.6,44.4,34.4,16.3,3.6008
SINDHUDURG,2018,Soyabean,Kharif,48121.22,27.65,2296.1,76.26,Laterite,5.9,65.5,24.9,31.4,12.9,2.9365
SANGLI,2018,Soyabean,Kharif,6060.68,22.93,704.4,54.43,Clay Loam,6.84,112.6,60.0,31.9,63.6,2.6739
BULDHANA,2014,Sugarcane,Whole Year,2184.97,29.02,682.2,54.21,Loam,7.08,101.4,41.3,24.3,35.0,89.6638
WARDHA,2020,Gram,Rabi,6960.48,25.95,932.4,60.59,Clay,7.33,103.2,35.7,10.2,17.6,1.3812
NANDED,2007,Rice,Kharif,76.39,26.49,573.5,38.47,Clay Loam,7.53,112.5,28.2,36.3,10.0,3.6672
MUMBAI,2003,Cotton(lint),Kharif,43905.63,25.51,2845.7,84.16,Sandy Loam,4.83,92.9,32.6,42.8,22.8,0.715
WARDHA,2000,Cotton(lint),Kharif,4097.68,25.68,865.3,57.44,Sandy Loam,6.92,102.6,55.4,37.7,25.4,0.6584
AKOLA,2020,Rice,Kharif,702.79,26.91,936.1,45.68,Sandy Loam,7.39,92.3,42.8,51.0,13.6,3.8259
RATNAGIRI,2013,Onion,Rabi,38.84,28.13,1807.5,81.69,Laterite,5.8,94.5,18.9,18.0,18.8,19.8599
LATUR,2016,Soyabean,Kharif,860.94,27.54,635.2,46.82,Clay,7.89,104.9,35.6,21.1,20.9,1.8221
MUMBAI,2008,Bajra,Kharif,2425.99,27.89,2415.8,88.61,Laterite,5.43,52.3,20.9,42.3,31.9,1.9081
BEED,2009,Sugarcane,Whole Year,73418.85,28.83,646.8,59.89,Clay,7.81,120.2,33.9,46.4,18.0,92.1313
SANGLI,2014,Jowar,Rabi,41712.37,21.47,747.8,65.48,Clay,7.7,109.7,48.9,20.3,54.3,2.5409
GONDIA,2017,Bajra,Kharif,2055.07,27.49,787.7,52.6,Clay,7.38,108.9,27.7,48.5,10.0,1.6337
BHANDARA,2006,Jowar,Rabi,1311.89,27.11,737.8,53.0,Loam,6.74,111.6,28.1,33.6,13.6,2.1083
BHANDARA,2015,Onion,Rabi,5336.03,29.64,1433.5,56.73,Loam,7.73,92.0,47.3,36.2,23.1,22.1219
OSMANABAD,2005,Soyabean,Kharif,1866.98,26.72,454.6,46.15,Clay,7.11,81.2,35.5,42.3,19.7,1.6521
KOLHAPUR,2002,Cotton(lint),Kharif,3689.99,24.91,1074.2,60.3,Clay,6.76,89.8,44.6,32.0,53.0,0.6848
SOLAPUR,2017,Soyabean,Kharif,3336.47,23.74,1203.0,63.03,Loam,5.61,126.8,60.0,40.1,47.6,2.9971
SATARA,2018,Onion,Rabi,655.36,25.34,555.2,51.44,Clay Loam,7.11,131.6,37.8,42.1,22.5,17.0203
RAIGAD,2012,Sugarcane,Whole Year,19350.02,22.56,2351.9,84.21,Clay Loam,5.63,84.4,29.6,26.0,19.8,110.1523
NAGPUR,2018,Groundnut,Kharif,163.66,30.42,1251.7,63.16,Sandy Loam,7.2,116.0,38.1,38.1,25.2,1.8257
DHULE,2021,Rice,Kharif,72.94,28.24,671.9,55.33,Clay,6.75,117.0,48.3,55.0,42.9,4.4188
OSMANABAD,2015,Bajra,Kharif,28270.8,28.9,566.2,37.64,Clay,7.88,93.7,48.5,40.3,26.8,1.719
PUNE,2015,Sugarcane,Whole Year,64632.7,25.45,732.9,72.94,Clay Loam,6.54,86.7,22.2,29.7,29.0,87.8801
BHANDARA,2005,Cotton(lint),Kharif,67111.85,26.75,649.4,56.82,Clay,7.53,128.6,43.2,34.9,23.9,0.6649
AKOLA,2023,Wheat,Rabi,112.65,30.66,764.4,60.77,Clay,7.93,115.8,40.2,40.8,10.7,2.5154
JALNA,2008,Bajra,Kharif,153.39,25.47,419.0,45.74,Clay Loam,7.7,110.2,46.2,40.7,17.5,1.5
PALGHAR,2023,Rice,Kharif,750.68,25.43,2849.8,85.73,Clay Loam,5.74,49.0,19.6,41.4,30.5,6.0
PARBHANI,2020,Jowar,Kharif,1855.82,28.83,782.6,45.37,Clay,7.67,113.9,47.2,48.8,16.4,2.6269
NAGPUR,2016,Sugarcane,Whole Year,1056.36,28.59,948.4,52.56,Sandy Loam,7.57,117.1,45.3,38.6,27.8,100.3747
KOLHAPUR,2001,Jowar,Rabi,1200.93,26.04,748.3,62.22,Clay,5.79,68.4,46.5,25.2,23.4,1.4429
NASHIK,2017,Gram,Rabi,2068.14,27.48,297.5,47.73,Clay Loam,6.66,119.2,26.7,49.9,38.1,1.3286
AURANGABAD,2020,Rice,Kharif,7853.55,23.78,477.8,49.16,Clay,7.54,105.4,53.9,43.9,13.4,3.2428
OSMANABAD,2008,Bajra,Kharif,211.38,29.74,498.2,49.05,Clay,7.38,84.1,46.0,39.1,15.6,1.5071
THANE,2024,Gram,Rabi,1080.32,27.59,2024.7,84.27,Laterite,6.01,76.9,25.3,34.7,29.5,1.1257
SATARA,2011,Jowar,Rabi,22300.27,25.57,1262.2,59.58,Clay,7.22,118.3,44.3,41.4,56.6,3.2262
BHANDARA,2002,Groundnut,Kharif,8849.12,27.24,945.3,60.06,Clay,6.48,128.9,49.5,39.6,28.5,2.0267
PALGHAR,2009,Sugarcane,Whole Year,68057.37,27.06,2032.4,80.61,Clay Loam,5.18,94.5,30.8,33.7,30.6,104.7433
NANDED,2020,Cotton(lint),Kharif,10353.01,28.01,520.9,45.04,Clay,7.41,119.3,38.4,45.8,17.3,0.8249
BEED,2012,Wheat,Rabi,19190.36,27.54,520.5,46.79,Clay,8.03,72.0,54.1,42.5,26.6,2.1678
AKOLA,2002,Onion,Rabi,13360.12,31.28,993.3,57.97,Clay,6.11,116.2,39.5,35.1,18.8,18.8299
NASHIK,2012,Sugarcane,Whole Year,67586.62,25.28,693.4,49.02,Loam,7.56,97.7,51.4,44.5,32.4,88.9444
WARDHA,2013,Wheat,Rabi,89.53,26.37,1137.6,60.43,Clay,6.27,85.3,38.3,26.9,16.9,2.0856
HINGOLI,2021,Groundnut,Kharif,4876.66,26.97,412.1,49.07,Clay Loam,7.93,84.1,28.4,40.9,11.5,1.3751
JALGAON,2001,Sugarcane,Whole Year,722.39,28.82,596.6,54.7,Loam,7.18,96.2,49.4,40.1,20.6,89.1571
SANGLI,2002,Wheat,Rabi,601.89,23.31,677.1,57.87,Clay Loam,7.05,122.9,39.8,47.5,41.0,2.1451
LATUR,2014,Rice,Kharif,91.46,28.21,762.5,47.4,Clay,7.13,106.1,24.6,47.2,10.0,3.8195
PALGHAR,2016,Sugarcane,Whole Year,6605.81,28.02,1662.8,79.5,Sandy Loam,5.56,54.0,33.0,41.5,21.6,98.3006
KOLHAPUR,2004,Jowar,Rabi,22544.98,22.88,655.1,60.15,Clay Loam,6.12,104.7,37.9,41.8,29.5,2.493
PALGHAR,2016,Groundnut,Kharif,6883.66,25.91,1753.4,73.98,Sandy Loam,5.8,56.3,26.3,29.2,18.5,2.042
GONDIA,2005,Cotton(lint),Kharif,1024.52,28.21,428.6,62.63,Clay,7.92,77.3,49.7,39.3,24.8,0.5884
HINGOLI,2006,Gram,Rabi,309.48,27.56,509.8,52.46,Clay Loam,8.1,103.5,41.1,29.5,19.3,1.0883
MUMBAI,2013,Bajra,Kharif,21505.92,24.35,2205.2,79.44,Laterite,5.93,65.8,26.8,38.5,34.7,1.6294
DHULE,2017,Soyabean,Kharif,892.16,25.94,661.2,58.45,Clay Loam,6.96,100.4,46.5,51.2,22.8,2.3542
MUMBAI,2006,Bajra,Kharif,157.75,30.21,2104.6,81.17,Laterite,5.8,93.7,15.3,25.1,15.8,1.8336
BULDHANA,2018,Bajra,Kharif,3546.25,28.94,1110.1,54.44,Clay,7.63,144.7,33.5,26.4,19.2,2.0519
MUMBAI,2013,Jowar,Rabi,994.76,28.84,2455.4,75.9,Sandy Loam,5.55,104.3,25.4,30.2,28.2,3.1515
WASHIM,2004,Rice,Kharif,57.33,26.44,1179.1,58.79,Sandy Loam,6.23,122.6,40.8,16.5,10.0,3.8044
BEED,2023,Cotton(lint),Kharif,109658.36,27.59,346.7,47.25,Clay,7.54,99.8,46.3,47.7,23.4,0.6949
GADCHIROLI,2002,Jowar,Kharif,3938.65,28.13,813.6,52.24,Loam,6.91,70.5,55.7,28.5,20.1,2.3431
CHANDRAPUR,2017,Groundnut,Kharif,2446.55,24.67,1163.7,64.06,Clay,7.75,86.1,47.9,22.5,37.7,1.8872
AMRAVATI,2019,Soyabean,Kharif,17841.61,29.71,1330.7,64.58,Clay,7.08,92.2,46.8,32.5,23.0,2.8784
AURANGABAD,2014,Cotton(lint),Kharif,106360.01,26.15,483.0,63.42,Clay,7.45,117.7,46.4,45.2,19.7,0.7927
WARDHA,2002,Jowar,Kharif,51650.92,27.19,963.1,49.6,Loam,6.77,126.2,35.4,49.0,22.9,2.5311
AKOLA,2023,Rice,Kharif,2292.19,28.08,598.8,57.28,Clay,7.28,124.1,39.0,44.1,16.5,4.1592
LATUR,2020,Wheat,Rabi,31.26,28.71,501.8,43.81,Clay,7.36,91.9,29.5,26.4,18.6,2.6562
WASHIM,2002,Wheat,Rabi,1405.43,30.53,537.7,54.0,Clay,7.07,94.0,56.6,21.3,54.7,2.9982
AHMEDNAGAR,2005,Sugarcane,Whole Year,2445.12,28.05,634.3,50.1,Clay Loam,7.7,118.5,52.2,45.5,31.0,112.4141
SANGLI,2016,Rice,Kharif,1059.53,23.46,764.9,59.69,Loam,6.51,110.9,60.0,37.6,40.4,4.0817
SOLAPUR,2022,Onion,Kharif,3142.48,23.91,673.0,59.53,Clay,7.8,104.2,45.5,33.4,30.3,18.8998
JALGAON,2012,Onion,Rabi,542.51,27.86,928.3,53.06,Loam,7.3,110.2,53.0,30.2,14.3,18.9442
AURANGABAD,2018,Groundnut,Kharif,3734.06,28.26,578.7,50.72,Clay Loam,7.45,119.8,38.8,37.6,13.4,1.6742
NASHIK,2023,Groundnut,Kharif,13946.64,26.4,477.9,50.65,Clay,7.36,101.1,43.0,40.4,38.1,1.7224
BULDHANA,2011,Jowar,Rabi,7247.92,27.32,366.4,47.52,Clay,6.7,137.2,32.5,53.5,10.0,2.1841
SOLAPUR,2009,Sugarcane,Whole Year,58429.74,26.95,648.3,61.82,Loam,6.6,149.7,26.7,55.0,67.1,94.7029
NANDURBAR,2002,Groundnut,Kharif,393.04,24.42,507.1,62.55,Clay Loam,7.83,100.1,49.2,35.1,31.5,1.5683
CHANDRAPUR,2013,Jowar,Kharif,813.39,27.68,747.8,42.94,Clay,5.74,113.1,47.6,26.1,26.8,2.4647
SINDHUDURG,2004,Jowar,Rabi,294.3,27.21,2468.8,74.78,Clay Loam,5.41,98.7,21.2,21.3,25.7,2.7918
HINGOLI,2015,Groundnut,Kharif,90.74,29.79,685.0,45.01,Clay,7.8,113.5,34.8,41.4,10.0,1.6105
AURANGABAD,2019,Sugarcane,Whole Year,330.88,31.72,355.1,46.17,Clay,7.45,117.9,43.8,27.4,24.3,90.0622
SANGLI,2003,Gram,Rabi,1418.42,26.51,992.7,67.05,Loam,6.2,82.2,44.3,36.6,37.5,0.874
OSMANABAD,2003,Jowar,Kharif,3224.35,27.92,339.0,52.22,Clay Loam,7.46,101.2,33.1,49.9,31.5,2.3504
YAVATMAL,2013,Gram,Rabi,2209.24,30.07,1185.0,63.07,Sandy Loam,7.23,80.7,38.6,41.3,14.1,1.2015
PUNE,2024,Groundnut,Kharif,267.86,24.66,917.2,64.66,Clay,7.1,117.2,55.6,30.8,40.9,1.9101
PALGHAR,2020,Groundnut,Kharif,650.64,26.34,2692.3,84.65,Laterite,5.61,69.2,29.3,40.0,24.7,2.6282
SANGLI,2014,Gram,Rabi,26016.41,22.73,894.1,67.84,Loam,6.18,116.4,30.5,35.9,40.1,1.1828
KOLHAPUR,2001,Sugarcane,Whole Year,734.72,27.6,940.9,62.56,Loam,7.34,114.0,48.5,48.3,47.2,83.1699
THANE,2024,Gram,Rabi,91.12,24.99,2340.1,85.9,Sandy Loam,5.17,53.3,17.6,32.8,34.0,1.4387
BEED,2017,Soyabean,Kharif,2267.09,28.35,513.6,50.96,Clay Loam,7.79,106.8,48.9,31.7,20.4,2.4838
AKOLA,2008,Jowar,Rabi,51163.33,29.29,584.3,54.07,Sandy Loam,7.76,72.4,44.0,33.2,28.1,2.1758
AURANGABAD,2007,Rice,Kharif,1679.08,30.63,635.5,50.66,Clay,7.56,90.2,33.7,50.7,21.0,3.1852
YAVATMAL,2020,Gram,Rabi,13197.08,27.02,996.3,60.72,Loam,7.2,115.4,60.0,47.0,14.3,1.6999
OSMANABAD,2018,Gram,Rabi,352.32,29.81,581.9,37.2,Clay Loam,7.69,127.9,27.0,41.3,19.7,1.3046
YAVATMAL,2011,Bajra,Kharif,244.13,24.89,654.0,52.81,Loam,6.72,100.2,51.5,38.6,25.3,1.8083
JALNA,2007,Groundnut,Kharif,56.48,28.41,479.5,47.08,Clay,6.7,92.9,44.2,41.9,12.1,1.6643
HINGOLI,2023,Onion,Kharif,358.05,26.98,564.7,35.35,Clay,7.45,95.9,40.9,26.4,11.4,21.4745
SANGLI,2017,Soyabean,Kharif,24248.4,24.57,888.8,61.27,Clay,6.26,130.6,33.9,38.1,64.2,2.7158
HINGOLI,2003,Jowar,Kharif,3544.64,30.2,572.8,41.34,Clay,7.37,85.2,54.3,28.4,18.2,2.162
JALNA,2001,Gram,Rabi,5602.16,28.01,743.7,51.83,Clay,7.57,101.9,52.2,32.4,21.3,1.148
NANDURBAR,2022,Onion,Kharif,23.62,27.88,440.0,42.8,Clay,7.53,68.6,45.0,28.7,32.4,20.2352
YAVATMAL,2002,Cotton(lint),Kharif,331.35,25.15,936.9,60.51,Clay,6.87,125.3,54.5,47.1,28.9,0.8056
NANDED,2011,Gram,Rabi,136.46,28.94,656.9,59.56,Clay,8.18,102.4,41.6,37.4,22.4,1.0252
HINGOLI,2007,Onion,Rabi,6079.95,27.71,524.8,48.25,Clay,8.23,97.7,42.4,35.2,12.1,15.0678
JALGAON,2003,Onion,Kharif,61.04,27.97,642.4,66.91,Clay,7.06,86.7,39.3,42.1,28.2,18.2001
AHMEDNAGAR,2016,Sugarcane,Whole Year,2535.0,27.59,684.1,50.77,Clay Loam,6.9,123.5,51.5,38.9,37.4,87.1089
SOLAPUR,2013,Soyabean,Kharif,420.9,27.05,880.2,57.06,Clay,6.59,140.9,34.5,30.1,48.6,1.9838
BEED,2013,Gram,Rabi,82.47,29.83,581.8,45.2,Clay,7.52,116.9,47.0,34.0,17.1,1.4074
RATNAGIRI,2001,Onion,Rabi,1348.54,28.32,2237.6,77.91,Sandy Loam,5.32,93.6,19.7,44.9,21.5,22.2753
WARDHA,2003,Gram,Rabi,41434.94,28.16,986.6,59.92,Sandy Loam,5.93,71.3,49.9,23.9,11.6,0.6804
JALGAON,2001,Rice,Kharif,768.38,28.62,369.9,52.98,Clay,7.56,126.0,37.8,29.3,10.0,3.3012
THANE,2018,Sugarcane,Whole Year,715.77,28.28,3244.5,82.92,Sandy Loam,5.42,74.0,24.0,29.6,26.7,114.4394
BHANDARA,2021,Wheat,Rabi,226.82,25.67,1034.4,49.52,Clay,7.65,112.9,55.9,41.6,20.0,2.9599
NAGPUR,2013,Onion,Rabi,77.65,26.74,951.7,50.42,Clay,7.13,133.9,37.0,12.4,37.0,21.1647
SATARA,2010,Wheat,Rabi,1106.46,26.29,785.6,53.83,Clay Loam,7.72,120.8,60.0,34.8,45.3,2.8468
SANGLI,2003,Gram,Rabi,54.22,29.08,1140.4,63.54,Clay Loam,6.91,91.4,50.4,31.0,40.7,1.0716
SATARA,2009,Jowar,Kharif,12382.79,26.01,487.4,55.66,Clay Loam,5.96,163.7,44.1,31.7,65.2,2.9527
GADCHIROLI,2011,Bajra,Kharif,50.48,25.73,657.1,69.18,Clay,6.86,104.0,33.9,37.8,23.6,1.4468
AKOLA,2009,Soyabean,Kharif,1443.56,31.35,1083.1,60.5,Clay,6.91,106.1,22.7,39.1,24.3,2.323
JALGAON,2009,Rice,Kharif,46914.07,25.22,631.3,53.63,Loam,6.96,133.4,60.0,41.2,42.9,4.3085
AKOLA,2002,Groundnut,Kharif,18845.71,25.99,1268.9,53.22,Clay,7.59,124.3,39.6,36.0,25.6,1.7798
THANE,2016,Groundnut,Kharif,164.14,26.98,2408.8,76.75,Sandy Loam,5.4,106.1,30.6,32.4,16.9,2.3823
CHANDRAPUR,2004,Rice,Kharif,235.56,25.17,851.9,57.49,Loam,7.16,92.7,44.3,24.8,27.0,3.6265
HINGOLI,2006,Wheat,Rabi,4812.61,30.08,593.2,45.07,Clay,7.49,104.4,46.8,39.8,15.1,2.0172
MUMBAI,2012,Jowar,Kharif,10596.79,27.16,1848.6,77.43,Clay Loam,5.79,83.2,24.7,28.3,29.7,2.4587
GONDIA,2024,Jowar,Kharif,614.3,30.44,716.7,60.8,Sandy Loam,7.38,86.5,42.4,35.5,40.6,2.516
AHMEDNAGAR,2010,Bajra,Kharif,61.16,28.56,546.9,59.32,Loam,7.91,108.6,57.0,36.1,12.8,1.5994
AKOLA,2017,Gram,Rabi,12564.95,26.85,735.3,62.24,Clay,7.33,138.9,46.9,48.8,29.6,1.7187
CHANDRAPUR,2006,Rice,Kharif,426.32,27.48,863.9,61.1,Loam,6.06,102.9,51.6,45.9,13.5,3.6537
